,Text,Cluster
1335572522230755328,"RT @GenFlynn: . #FightForTrump  now or as @kelliwardaz says we stand to lose everything!

@realDonaldTrump 
@POTUS",0
1335572522662830081,@USSANews There will not be a Biden transition team. Period!,0
1335572522725683201,@Top3Ace @RainOnMe16 @catturd2 Nice attempt at projection. The Biden’s are absolute scum and will never set foot in the WH.,2
1335572522817912835,"RT @JThakers: Vote only if u r following @JThakers.

Who deserves to be in FINALE. 
#RubinaDilaik or #RahulVaidya 

RAHUL VAIDYA MATTERS vs…",2
1335572522843185153,"RT @newtgingrich: The Trump campaign files a lawsuit to contest the ""Tens Thousands of Illegal Votes"" in Georgia.
https://t.co/JUFymCb1nh",0
1335572522952220673,"RT @JanJekielek: ""President Trump should fight with everything that he has &amp; use all of the authority that he has, as the President of the…",0
1335572523057025024,"RT @TeamTrump: LIVE: President Trump in Valdosta, GA #Valdosta #Georgia https://t.co/P1OyvbQeUg",0
1335572523065479168,RT @cvpayne: That was the speech President Trump had to give.,0
1335572523128385536,@ShannonLundy9 @BrianKempGA DEMOCRAT TROLL. We looked at your feed. You think we're stupid?  GTFOutta here.,2
1335572523212214272,RT @AWeissmann_: Any legit Attorney General would make it clear it’s a crime to pressure public officials to undermine the election results…,0
1335572523266633737,RT @KimDotcom: Twitter's response to the Hunter Biden leaks: https://t.co/yQEcpIrftj,2
1335572523308683266,@PsychRabble @CHSommers The left did garner moderate support. thats why bernie got crushed by biden in the primary,2
1335572523468148736,"RT @StappElizabeth: AMERICA 

Here is the bottom line, our BILL OF RIGHTS, have been compromised. 

It is NOW the obligation of WE THE PEOP…",2
1335572523484844037,RT @realDonaldTrump: The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you…,0
1335572523602366466,RT @joshtpm: We need to start understanding that these are quite literally crimes. If you call up the vote counter and tell him to change t…,2
1335572523610619907,"RT @STRAYKlD8: Upon researching &amp; talking to those who watched Queendom, they say this is a friendlier competition, but *elimination is pos…",2
1335572523690455051,RT @robreiner: This can’t be stressed enough: Trump is out of his fucking mind.,0
1335572523799302144,"RT @H8WKS: gue kepo 😆😆 unflop dong 😆😅😅

- like if you think i’m nice. 
- rt if i’m one of ur fav moots. 
- reply if u think i’m friendly.…",2
1335572523807813632,"RT @Lrihendry: Michigan has Biden winning by 154,000 votes there are 548,000 fraudulent votes",0
1335572523849801728,"RT @MSNBC: .@MaddowBlog: If Pres. Trump believes Sen. Romney was “slaughtered” and “destroyed” in 2012, which words would he use to describ…",2
1335572523983929347,"RT @TODAYshow: A federal judge has ruled that the Trump Administration has to fully reinstate the DACA program, which protects young, undoc…",2
1335572524046888960,@truthgrace4all @mkhaley08 @IntonsaqueCaelo @Jazzyyyy_Jayyyy @realDonaldTrump OAN?🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣That's like believing trump news🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
1335572524126486531,RT @TomJChicago: Trump was incoherent &amp; delusional during his GA rally. He will continue to worsen. This an opportune time for another Repu…,0
1335572524369924096,RT @joncoopertweets: Executive action will be a powerful tool for President-elect Biden to use to build back better.,0
1335572524407525382,RT @IAmLeoGlaze: Emmett Till &amp; Joe Biden were born 1yr apart. Think about that.,0
1335572524449447941,"RT @YunhyeongFess: 🔈Support for #YUNHYEONG  On Fanplus

let's start with #3MFORYUNHYEONG
Vote for Yunhyeong no matter how many tickets you…",2
1335572524697006082,RT @gatewaypundit: Want Numbers? Trump's Lead Counsel Breaks Down How Tens of Thousands of Illegal Votes Were Cast in Georgia (VIDEO) via @…,0
1335572524973740037,"RT @Gitu47740845: I vote #SurbhiChandna for Naagin5 
#TVPersonalityWithRajBaddhan 
@RajBaddhan @BizAsia @SabrasRadio",1
1335572525309419521,RT @GeoffRBennett: NEW: Biden officially secures enough electors to become president https://t.co/DcWHgFKCvX,0
1335572525372370945,"RT @BreitbartNews: .@perduesenate: ""I’ve been proud to hit the trail with conservative leaders like Vice President Pence and our president,…",2
1335572525724491776,@DesignationSix tRump,0
1335572525879799808,"@MrRaceBannon Why are president Trump's opponents so vulgar and abusive? He has clearly touched nerves! If there was no cheating, there is no problem auditing and recounting the votes! But with all evidence showing up latest being 1.5 million fake ballots ordered in China, problems big ones",0
1335572525909237762,"RT @MrAndyNgo: “You f— w/our flag, we f— you up! We’re not gonna take this!”

Trump supporters fight back against antifa in Olympia, Wash.…",0
1335572525967953921,RT @elitistja: @JoyAnnReid Bottom line. If ya voted for Biden you need to get back out and vote early for Warnock and Ossoff. Our democracy…,2
1335572526102171651,"RT @KamVTV: I’m not giving up til Trump gives up. Until then, we win the senate runoff in Georgia, we fight, we keep fighting and then we k…",0
1335572526110568453,"@Romkinz @FrankBrockShow @ReginaldJohnst7 @realDonaldTrump It also hasn't escaped you that the victim was white and the accused black - which means that they were presumed guilty until proven innocent.

I fear Mr. Trump himself doesn't share your sense of justice. https://t.co/iBypDz3pPa",2
1335572526127144960,"RT @marceelias: Trump/GOP started and ended the day 1-46 in court.🥳
Goodnight.😴",2
1335572526177644548,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335572526215344129,RT @gatewaypundit: BOOM: President Trump Is On Target In Wisconsin - Ballots Identified in Pristine Condition Similar to Fraudulent Ballots…,0
1335572526232203265,"RT @LOLGOP: When people say, ""Do you mean there isn't one somewhat worthwhile elected Republican in Michigan?""

I say, ""Not since Amash lef…",0
1335572526232203267,RT @J_Mei21: Looks like #WeirdoTrump was crying about section 230 again. It would be a real shame if he got off the stage only to find #Wei…,2
1335572526248783873,"RT @sarahgoughy: Fox News journalists are getting the most abuse from the crowd lining up for Trump’s rally in Valdosta, Georgia. Cries of…",0
1335572526261555200,"RT @GenFlynn: . #FightForTrump  now or as @kelliwardaz says we stand to lose everything!

@realDonaldTrump 
@POTUS",0
1335572526366388224,RT @TeamTrump: President @realDonaldTrump: “If you don’t vote. The socialists and the communists win.” https://t.co/VLhaX0iKKa,0
1335572526387367938,RT @atrupar: this is some dystopian shit at the Trump rally https://t.co/bFEXz3CPIg,0
1335572526446088192,@stillgray Just what the Marxists Democrat's ordered,2
1335572526496411649,RT @tonyposnanski: Trump literally asked a Trump supporting governor to overturn an election based on absolutely nothing and not one...not…,0
1335572526580125697,"RT @LLinWood: Do you think the Dominion voting machines used in the GA general election were auditable, verifiable &amp; secure?

@GabrielSterl…",0
1335572526647349248,RT @RealMattCouch: What a night in Georgia! We LOVE you President Trump! https://t.co/NSRlPFYj49,0
1335572526785843200,@adamcbest Daddy squashed DUI when he was younger so he's been programmed not to give a shit. Appreciate the effort governor but the trump wannabe will watch your video and enjoy the extra attention. He's just another maga Scumbag!,2
1335572526802612225,RT @realDonaldTrump: The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you…,0
1335572526831964161,"RT @ColumbiaBugle: One Of The Most Powerful Moments In @realDonaldTrump Rally History 

“FIGHT FOR TRUMP! FIGHT FOR TRUMP!” https://t.co/Qn…",0
1335572526878093312,"RT @JasonMillerinDC: THIS👇

“Donald Trump in Georgia: If You Boycott Runoff Election 'The Radical Left Wins'” https://t.co/zJoKlYpPSS",0
1335572527083630595,"RT @Jeff_4USA: It’s on👊

I’m not condoning violence but there  is something oddly satisfying about this. Seems like Antifa only wins a figh…",2
1335572527112806402,"RT @melodramatic30: Max RT for this cute smile to be protected always ❤🧿

I vote #VishalVashishtha for Ishq Mein Marjawan 2

 #TVPersonalit…",2
1335572527125569541,RT @LLinWood: I agree.,0
1335572527192674304,RT @funder: Trump just told the crowd to vote on June 5th. The election is on January 5th.,0
1335572527305940992,RT @XArmandKleinX: Breaking News‼️Arizona's  Legislative Leaders Are Now Calling For An Audit of Maricopa County's Dominion Election Softwa…,2
1335572527360450560,"Don't forget vote guys🌻🤟😭 #GulfKanawut #MewGulf
#BeGULFWonderfulEmojis https://t.co/VmqUVh9aN3",2
1335572527368859648,@realDonaldTrump Rigged Election!!!!! Georgia Republicans listens to your president and his lawyers don’t vote. Waste of time and money. Stay home!!!!!!!!!. #boycott,0
1335572527381278722,"RT @Sonali98499089: I vote for #AshiSingh
#AladdinNaamTohSunaHoga 
#TVPersonalityWithRajBaddhan

@RajBaddhan @SabrasRadio @BizAsia band",1
1335572527549194241,"RT @kelliwardaz: 2/2 ...you won't fight to clean up this mess later. It just won't happen. 

Any Republican unwilling to fight with everyth…",0
1335572527645507584,"@RajBaddhan @SabrasRadio I vote for #ShehnaazGill for bb13 and msk. 
 #TVPersonalityWithRajBaddhan 
@RajBaddhan 
@SabrasRadio @BizAsia https://t.co/sVRsMMuX4q",1
1335572527746203648,“human vacuum cleaner”！ https://t.co/hcUAbfbawI,2
1335572527826030594,RT @realDonaldTrump: Thank you Christina!,0
1335572527930896385,"RT @factcheck_ghana: Fake news alert!
#Election2020Gh #Election2020 #GhanaDecides https://t.co/PrREhQ2QB2",2
1335572528010584065,"RT @LeahR77: 66,000 plus votes came in for Biden in GA from kids 17 and under ... YESSSS that’s FRAUD !",0
1335572528102744066,"RT @ryanjreilly: Hey there, Twitter.

So today I talked to Mellissa Carone, who you know from the Internet this week.

Up until a few weeks…",2
1335572528148996099,"RT @EmeraldRobinson: What's sad is that @JedediahBila gets her ""facts"" from two sources: TMZ and the DNC. https://t.co/Pht1jNqfqu",2
1335572528421457922,"RT @JThakers: Vote only if u r following @JThakers.

Who deserves to be in FINALE. 
#RubinaDilaik or #RahulVaidya 

RAHUL VAIDYA MATTERS vs…",2
1335572528471879680,RT @tracybeanz: This dude just called himself a Republican in name only.,0
1335572528652308487,New Revelation.JOHN 13;19-20 https://t.co/O4wDGE2o3J via @YouTubE @JoeBiden @DrBiden @KamalaHarris @SenateDems @SenateGOP @GOP #GhanaFirst #France #China #Japan #Taiwan #rothschild #Nigeria #Canada #NoMasks #openschools @newsmax @PeteHegseth @RushLimbaughEIB @marklevinshow #Jesus,2
1335572528669011969,"RT @SchmittNYC: Maxine Water’s daughter, Ilhan Omar’s husband, Joe Biden’s son - it’s the same game every time",2
1335572528715210753,RT @firemom81: “FIGHT FOR TRUMP!” “FIGHT FOR TRUMP!” “FIGHT FOR TRUMP!” “FIGHT FOR TRUMP!” “FIGHT FOR TRUMP!” “FIGHT FOR TRUMP!” “FIGHT FOR…,0
1335572528769720320,"RT @12emma30: I think people have had enough of those thugs, and now the Patriots fight back.  Very reasonable. 🇺🇸 https://t.co/6Dm6JGOm6Q",0
1335572528862027777,"RT @FaceTheNation: @T_Inglesby @margbrennan @JHSPH_CHS @CDCDirector @JoeBiden Dr. Fauci is warning of ""a surge superimposed upon a surge"" f…",2
1335572528887181313,RT @STOPdaSteal: What actually happened? https://t.co/xJlgn7keVI,2
1335572529205874689,@MeidasTouch #WeirdoTrump is trending because there are a lot of weirdos for Trump.,0
1335572529281372161,"RT @Lrihendry: Being reported in GA, 10,315 voters died before the election, 66,248 were under the age of 18 and 40,279 people changed coun…",0
1335572529302278146,"RT @swasan_fan: I vote #HellyShah for Ishq Mein Marjawan 2
#TVPersonalityWithRajBaddhan 

@RajBaddhan @BizAsia @SabrasRadio
Two Thousand si…",1
1335572529621196805,RT @RealSaavedra: This country is going to miss having Trump as president. Big time.,0
1335572529646362624,"RT @BrandonStraka: Way to go, Trump supporters!!!",0
1335572529893822466,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335572529960906752,"RT @paulsperry_: BREAKING: Records show that John Poulos, the president and CEO of Dominion which runs voting systems in 28 U.S. states, is…",0
1335572529973518338,"RT @PlaysTrumpCard: Countries that hate the USA, the Democrats, almost all the media, and the DC swamp want 75 million+ passionately patrio…",2
1335572529990299648,"RT @andwerth: If you plan to wear a mask for the first 100 days of the Biden presidency like I do, follow me and I’ll follow you back!",0
1335572530082566144,RT @realDonaldTrump: We won Michigan by a lot!,0
1335572530330013696,RT @joshtpm: We need to start understanding that these are quite literally crimes. If you call up the vote counter and tell him to change t…,2
1335572530569089025,RT @cvpayne: That was the speech President Trump had to give.,0
1335572530715906048,@GuardianSans @DFSRants @JoeBiden History is the key. The modern Democratic Party hasn't given a shit about working people and the poor since the 1990's. Biden is part of the problem.,0
1335572530774601734,"The corruption is so widespread, the only remedy may be a violent revolt! https://t.co/YeuhGaM9Mb",2
1335572530799603714,RT @ossoff: Donald Trump and David Perdue have subjected us to one of the most stunning displays of incompetence and corruption in American…,0
1335572530850131968,Can you feel it? https://t.co/BGcm0stp1M,2
1335572530879471616,"@iosenolaide If i stay, work and pay tax for years in kwara, don’t i have the right to vote in kwara ? or worse vote for who becomes the president of nigeria without going back to Enugu ?",2
1335572531093397510,RT @my3monkees: Kelly Leoffler &amp; David Perdue took to the stage &amp; didn’t make the case to fight for Trump’s fair election. And the crowd st…,0
